Year,Month,Corrected temp,PrecipSeason,Precip_m_RAW,Tau
1938,9,3.448486,1,0.01,0.45
1938,10,-0.85803,0,0.02,0.45
1938,11,-4.25811,0,0.02,0.45
1938,12,-7.65819,0,0.01,0.45
1939,1,-11.48328,0,0.01,0.45
1939,2,-7.587355,0,0.03,0.45
1939,3,-8.36654,0,0,0.45
1939,4,-6.737335,0,0.02,0.45
1939,5,-2.867802,0,0.02,0.45
1939,6,4.238022,1,0.03,0.45
1939,7,9.07393,1,0.03,0.45
1939,8,7.790934,1,0.03,0.45
1939,9,0.981186,1,0.06,0.45
1939,10,-2.69974,0,0.01,0.45
1939,11,-5.037295,0,0.02,0.45
1939,12,-9.92491,0,0.05,0.45
1940,1,-11.695785,0,0.02,0.45
1940,2,-11.129105,0,0.01,0.45
1940,3,-11.90829,0,0.01,0.45
1940,4,-5.53314,0,0.02,0.45
1940,5,3.053718,1,0.02,0.45
1940,6,6.11317,1,0.01,0.45
1940,7,6.507938,1,0.05,0.45
1940,8,6.014478,1,0.09,0.45
1940,9,2.757642,1,0.03,0.45
1940,10,-1.778885,0,0.01,0.45
1940,11,-7.304015,0,0.01,0.45
1940,12,-8.862385,0,0.02,0.45
1941,1,-10.845765,0,0.03,0.45
1941,2,-12.404135,0,0.01,0.45
1941,3,-9.712405,0,0.01,0.45
1941,4,-6.38316,0,0,0.45
1941,5,-1.486114,0,0,0.45
1941,6,3.547178,1,0.01,0.45
1941,7,11.04777,1,0.04,0.45
1941,8,6.014478,1,0.05,0.45
1941,9,1.17857,1,0.07,0.45
1941,10,-3.8331,0,0.02,0.45
1941,11,-6.595665,0,0.01,0.45
1941,12,-10.49159,0,0.02,0.45
1942,1,-13.46666,0,0.01,0.45
1942,2,-12.89998,0,0.01,0.45
1942,3,-10.9166,0,0.04,0.45
1942,4,-4.82479,0,0.01,0.45
1942,5,-1.979574,0,0.03,0.45
1942,6,4.928866,1,0.05,0.45
1942,7,7.494858,1,0.07,0.45
1942,8,5.915786,1,0.05,0.45
1942,9,1.17857,1,0.02,0.45
1942,10,-5.10813,0,0.03,0.45
1942,11,-6.09982,0,0.04,0.45
1942,12,-10.63326,0,0.01,0.45
1943,1,-13.60833,0,0,0.45
1943,2,-7.09151,0,0.04,0.45
1943,3,-5.178965,0,0.02,0.45
1943,4,-4.753955,0,0.02,0.45
1943,5,-0.499194,0,0.01,0.45
1943,6,5.61971,1,0.05,0.45
1943,7,8.185702,1,0.06,0.45
1943,8,5.521018,1,0.05,0.45
1943,9,2.757642,1,0,0.45
1943,10,-2.84141,0,0.03,0.45
1943,11,-5.10813,0,0,0.45
1943,12,-5.81648,0,0.03,0.45
1944,1,-8.64988,0,0.01,0.45
1944,2,-8.012365,0,0.01,0.45
1944,3,-7.587355,0,0.01,0.45
1944,4,-5.95815,0,0,0.45
1944,5,-1.880882,0,0.01,0.45
1944,6,4.63279,1,0.01,0.45
1944,7,7.692242,1,0.04,0.45
1944,8,6.11317,1,0.06,0.45
1944,9,2.560258,1,0.02,0.45
1944,10,-1.14137,0,0.01,0.45
1944,11,-5.887315,0,0.02,0.45
1944,12,-6.52483,0,0.03,0.45
1945,1,-12.04996,0,0.01,0.45
1945,2,-9.287395,0,0.02,0.45
1945,3,-7.870695,0,0.05,0.45
1945,4,-3.40809,0,0.02,0.45
1945,5,-0.499194,0,0.01,0.45
1945,6,4.435406,1,0.03,0.45
1945,7,9.764774,1,0.03,0.45
1945,8,7.692242,1,0.08,0.45
1945,9,1.474646,1,0.01,0.45
1945,10,-4.045605,0,0.02,0.45
1945,11,-4.39978,0,0.04,0.45
1945,12,-9.570735,0,0.02,0.45
1946,1,-6.737335,0,0.02,0.45
1946,2,-15.095865,0,0.04,0.45
1946,3,-9.78324,0,0.01,0.45
1946,4,-4.39978,0,0.01,0.45
1946,5,-0.597886,0,0,0.45
1946,6,5.422326,1,0.08,0.45
1946,7,8.876546,1,0.05,0.45
1946,8,7.692242,1,0.02,0.45
1946,9,3.941946,1,0.05,0.45
1946,10,-2.487235,0,0.04,0.45
1946,11,-6.52483,0,0.02,0.45
1946,12,-5.2498,0,0,0.45
1947,1,-8.862385,0,0.01,0.45
1947,2,-13.254155,0,0.01,0.45
1947,3,-10.420755,0,0.01,0.45
1947,4,-4.68312,0,0.01,0.45
1947,5,-0.203118,0,0.01,0.45
1947,6,6.705322,1,0.06,0.45
1947,7,9.863466,1,0.04,0.45
1947,8,6.902706,1,0.02,0.45
1947,9,3.349794,1,0.05,0.45
1947,10,-2.770575,0,0.02,0.45
1947,11,-8.93322,0,0.02,0.45
1947,12,-9.712405,0,0.02,0.45
1948,1,-14.387515,0,0.01,0.45
1948,2,-8.22487,0,0.02,0.45
1948,3,-6.170655,0,0.04,0.45
1948,4,-2.770575,0,0.01,0.45
1948,5,0.19165,1,0.02,0.45
1948,6,4.534098,1,0.03,0.45
1948,7,10.159542,1,0.05,0.45
1948,8,4.534098,1,0.05,0.45
1948,9,2.65895,1,0.02,0.45
1948,10,-3.12475,0,0.01,0.45
1948,11,-4.25811,0,0.02,0.45
1948,12,-5.037295,0,0.05,0.45
1949,1,-7.51652,0,0.05,0.45
1949,2,-7.65819,0,0.02,0.45
1949,3,-8.154035,0,0.01,0.45
1949,4,-3.762265,0,0.02,0.45
1949,5,0.19165,1,0.02,0.45
1949,6,5.027558,1,0.02,0.45
1949,7,5.915786,1,0.03,0.45
1949,8,5.521018,1,0.03,0.45
1949,9,4.435406,1,0.02,0.45
1949,10,-2.69974,0,0.02,0.45
1949,11,-4.82479,0,0,0.45
1949,12,-8.579045,0,0.02,0.45
1950,1,-12.04996,0,0,0.45
1950,2,-11.554115,0,0.01,0.45
1950,3,-6.94984,0,0,0.45
1950,4,-2.487235,0,0.03,0.45
1950,5,-0.005734,0,0.01,0.45
1950,6,6.705322,1,0.03,0.45
1950,7,9.56739,1,0.02,0.45
1950,8,10.653002,1,0.03,0.45
1950,9,4.238022,1,0.03,0.45
1950,10,-1.70805,0,0.01,0.45
1950,11,-7.09151,0,0,0.45
1950,12,-9.570735,0,0.02,0.45
1951,1,-13.18332,0,0.01,0.45
1951,2,-11.837455,0,0,0.45
1951,3,-8.79155,0,0.01,0.45
1951,4,-3.903935,0,0.01,0.45
1951,5,-2.473034,0,0,0.45
1951,6,1.869414,1,0.01,0.45
1951,7,6.11317,1,0.1,0.45
1951,8,9.172622,1,0.03,0.45
1951,9,3.053718,1,0.04,0.45
1951,10,0.55867,1,0.01,0.45
1951,11,-8.36654,0,0.02,0.45
1951,12,-7.587355,0,0.02,0.45
1952,1,-10.137415,0,0.01,0.45
1952,2,-11.129105,0,0.02,0.45
1952,3,-9.995745,0,0.01,0.45
1952,4,-4.045605,0,0.01,0.45
1952,5,-0.696578,0,0.03,0.45
1952,6,6.014478,1,0.12,0.45
1952,7,7.297474,1,0.04,0.45
1952,8,4.336714,1,0.05,0.45
1952,9,1.079878,1,0.03,0.45
1952,10,-4.895625,0,0,0.45
1952,11,-8.437375,0,0.03,0.45
1952,12,-12.262465,0,0.03,0.45
1953,1,-9.21656,0,0.04,0.45
1953,2,-12.829145,0,0.03,0.45
1953,3,-6.028985,0,0.06,0.45
1953,4,-3.903935,0,0.03,0.45
1953,5,-0.79527,0,0.01,0.45
1953,6,9.666082,1,0.02,0.45
1953,7,8.876546,1,0.04,0.45
1953,8,7.790934,1,0.03,0.45
1953,9,1.277262,1,0.02,0.45
1953,10,-1.14137,0,0.02,0.45
1953,11,-4.54145,0,0.01,0.45
1953,12,-5.67481,0,0.01,0.45
1954,1,-8.295705,0,0.03,0.45
1954,2,-12.04996,0,0.01,0.45
1954,3,-7.51652,0,0.03,0.45
1954,4,-4.895625,0,0.02,0.45
1954,5,1.573338,1,0.01,0.45
1954,6,3.941946,1,0.03,0.45
1954,7,10.356926,1,0.07,0.45
1954,8,6.705322,1,0.08,0.45
1954,9,2.560258,1,0.03,0.45
1954,10,-3.40809,0,0.04,0.45
1954,11,-7.729025,0,0.01,0.45
1954,12,-6.94984,0,0.02,0.45
1955,1,-10.63326,0,0.01,0.45
1955,2,-13.60833,0,0.02,0.45
1955,3,-10.20825,0,0.03,0.45
1955,4,-6.312325,0,0.02,0.45
1955,5,-2.867802,0,0.04,0.45
1955,6,2.16549,1,0.01,0.45
1955,7,7.001398,1,0.01,0.45
1955,8,6.507938,1,0.02,0.45
1955,9,2.757642,1,0.06,0.45
1955,10,-3.762265,0,0.01,0.45
1955,11,-7.729025,0,0.03,0.45
1955,12,-15.87505,0,0.04,0.45
1956,1,-13.32499,0,0.03,0.45
1956,2,-12.687475,0,0.02,0.45
1956,3,-6.879005,0,0.01,0.45
1956,4,-6.94984,0,0,0.45
1956,5,-0.30181,0,0.01,0.45
1956,6,4.534098,1,0.04,0.45
1956,7,8.876546,1,0.03,0.45
1956,8,5.422326,1,0.04,0.45
1956,9,1.079878,1,0.02,0.45
1956,10,-3.620595,0,0.02,0.45
1956,11,-8.862385,0,0.01,0.45
1956,12,-10.9166,0,0,0.45
1957,1,-8.93322,0,0.03,0.45
1957,2,-12.61664,0,0.01,0.45
1957,3,-8.720715,0,0.01,0.45
1957,4,-3.54976,0,0,0.45
1957,5,-1.683498,0,0.02,0.45
1957,6,2.856334,1,0.01,0.45
1957,7,9.764774,1,0.04,0.45
1957,8,5.718402,1,0.09,0.45
1957,9,1.770722,1,0.01,0.45
1957,10,-2.84141,0,0.02,0.45
1957,11,-4.25811,0,0.01,0.45
1957,12,-8.64988,0,0.04,0.45
1958,1,-13.60833,0,0.03,0.45
1958,2,-11.19994,0,0.03,0.45
1958,3,-10.137415,0,0.01,0.45
1958,4,-5.178965,0,0.01,0.45
1958,5,-1.78219,0,0.01,0.45
1958,6,4.435406,1,0.02,0.45
1958,7,6.507938,1,0.05,0.45
1958,8,8.08701,1,0.06,0.45
1958,9,2.65895,1,0.06,0.45
1958,10,-1.84972,0,0.03,0.45
1958,11,-3.762265,0,0.07,0.45
1958,12,-11.129105,0,0.01,0.45
1959,1,-11.05827,0,0.03,0.45
1959,2,-3.69143,0,0.02,0.45
1959,3,-4.11644,0,0.01,0.45
1959,4,-5.178965,0,0.02,0.45
1959,5,-0.499194,0,0.01,0.45
1959,6,4.830174,1,0.01,0.45
1959,7,7.198782,1,0.05,0.45
1959,8,6.804014,1,0.01,0.45
1959,9,1.573338,1,0.02,0.45
1959,10,-2.203895,0,0.04,0.45
1959,11,-5.95815,0,0.01,0.45
1959,12,-8.862385,0,0,0.45
1960,1,-10.562425,0,0.01,0.45
1960,2,-12.89998,0,0.02,0.45
1960,3,-6.24149,0,0.01,0.45
1960,4,-2.98308,0,0.01,0.45
1960,5,1.67203,1,0.01,0.45
1960,6,5.323634,1,0.03,0.45
1960,7,10.949078,1,0.04,0.45
1960,8,8.08701,1,0.07,0.45
1960,9,3.15241,1,0.03,0.45
1960,10,-4.25811,0,0.01,0.45
1960,11,-8.295705,0,0.01,0.45
1960,12,-9.4999,0,0.02,0.45
1961,1,-10.987435,0,0.01,0.45
1961,2,-8.22487,0,0.04,0.45
1961,3,-6.6665,0,0.02,0.45
1961,4,-6.80817,0,0.01,0.45
1961,5,-0.992654,0,0.02,0.45
1961,6,5.61971,1,0.07,0.45
1961,7,9.07393,1,0.07,0.45
1961,8,7.001398,1,0.04,0.45
1961,9,2.955026,1,0.02,0.45
1961,10,-0.57469,0,0.01,0.45
1961,11,-5.320635,0,0.04,0.45
1961,12,-11.62495,0,0.01,0.45
1962,1,-10.562425,0,0.01,0.45
1962,2,-9.287395,0,0.01,0.45
1962,3,-12.75831,0,0,0.45
1962,4,-3.69143,0,0.02,0.45
1962,5,-0.893962,0,0.02,0.45
1962,6,3.547178,1,0.02,0.45
1962,7,6.211862,1,0.01,0.45
1962,8,5.61971,1,0.02,0.45
1962,9,1.968106,1,0.04,0.45
1962,10,-1.70805,0,0.06,0.45
1962,11,-5.53314,0,0.02,0.45
1962,12,-11.19994,0,0.04,0.45
1963,1,-9.287395,0,0.02,0.45
1963,2,-11.48328,0,0.02,0.45
1963,3,-9.570735,0,0.01,0.45
1963,4,-3.903935,0,0.01,0.45
1963,5,3.547178,1,0.01,0.45
1963,6,3.843254,1,0.01,0.45
1963,7,5.817094,1,0.08,0.45
1963,8,7.396166,1,0.04,0.45
1963,9,4.13933,1,0.03,0.45
1963,10,-1.84972,0,0.02,0.45
1963,11,-6.94984,0,0.02,0.45
1963,12,-7.304015,0,0.03,0.45
1964,1,-5.2498,0,0.07,0.45
1964,2,-10.9166,0,0.01,0.45
1964,3,-8.154035,0,0.01,0.45
1964,4,-5.53314,0,0.01,0.45
1964,5,-0.104426,0,0.01,0.45
1964,6,3.349794,1,0,0.45
1964,7,7.297474,1,0.02,0.45
1964,8,5.718402,1,0.07,0.45
1964,9,0.487726,1,0.02,0.45
1964,10,-0.43302,0,0.02,0.45
1964,11,-6.6665,0,0.04,0.45
1964,12,-7.587355,0,0.01,0.45
1965,1,-11.554115,0,0.02,0.45
1965,2,-8.0832,0,0.03,0.45
1965,3,-9.21656,0,0.06,0.45
1965,4,-4.470615,0,0.03,0.45
1965,5,-3.558646,0,0.01,0.45
1965,6,4.13933,1,0.01,0.45
1965,7,5.224942,1,0.03,0.45
1965,8,5.817094,1,0.04,0.45
1965,9,3.15241,1,0.01,0.45
1965,10,-2.13306,0,0.03,0.45
1965,11,-8.012365,0,0,0.45
1965,12,-12.47497,0,0.05,0.45
1966,1,-14.03334,0,0.02,0.45
1966,2,-16.30006,0,0.01,0.45
1966,3,-11.76662,0,0.04,0.45
1966,4,-7.162345,0,0.01,0.45
1966,5,-1.683498,0,0.02,0.45
1966,6,6.409246,1,0.02,0.45
1966,7,7.988318,1,0.07,0.45
1966,8,5.422326,1,0.01,0.45
1966,9,-0.893962,0,0.02,0.45
1966,10,-4.25811,0,0.03,0.45
1966,11,-4.753955,0,0.01,0.45
1966,12,-9.570735,0,0,0.45
1967,1,-12.545805,0,0.02,0.45
1967,2,-10.420755,0,0.01,0.45
1967,3,-5.67481,0,0.01,0.45
1967,4,-4.612285,0,0.01,0.45
1967,5,-0.104426,0,0,0.45
1967,6,3.941946,1,0.02,0.45
1967,7,6.11317,1,0.06,0.45
1967,8,7.198782,1,0.04,0.45
1967,9,4.13933,1,0.01,0.45
1967,10,-3.12475,0,0.03,0.45
1967,11,-3.478925,0,0.02,0.45
1967,12,-11.90829,0,0.02,0.45
1968,1,-15.1667,0,0.02,0.45
1968,2,-11.412445,0,0.03,0.45
1968,3,-8.0832,0,0.04,0.45
1968,4,-4.328945,0,0.01,0.45
1968,5,-3.558646,0,0.01,0.45
1968,6,3.843254,1,0.03,0.45
1968,7,5.61971,1,0.02,0.45
1968,8,4.534098,1,0.04,0.45
1968,9,1.277262,1,0.01,0.45
1968,10,-6.453995,0,0.03,0.45
1968,11,-4.895625,0,0.02,0.45
1968,12,-5.603975,0,0.02,0.45
1969,1,-12.75831,0,0.01,0.45
1969,2,-15.02503,0,0,0.45
1969,3,-8.50821,0,0.01,0.45
1969,4,-5.320635,0,0.01,0.45
1969,5,-1.979574,0,0,0.45
1969,6,6.211862,1,0.01,0.45
1969,7,8.08701,1,0.07,0.45
1969,8,9.07393,1,0.04,0.45
1969,9,1.770722,1,0.02,0.45
1969,10,-1.920555,0,0.06,0.45
1969,11,-7.020675,0,0.01,0.45
1969,12,-9.995745,0,0.01,0.45
1970,1,-11.34161,0,0.01,0.45
1970,2,-13.962505,0,0.01,0.45
1970,3,-8.012365,0,0,0.45
1970,4,-7.09151,0,0.01,0.45
1970,5,0.092958,1,0.01,0.45
1970,6,6.902706,1,0.03,0.45
1970,7,8.679162,1,0.07,0.45
1970,8,7.198782,1,0.03,0.45
1970,9,2.066798,1,0.02,0.45
1970,10,-2.13306,0,0.02,0.45
1970,11,-7.79986,0,0.01,0.45
1970,12,-6.52483,0,0.02,0.45
1971,1,-9.570735,0,0.04,0.45
1971,2,-11.48328,0,0.01,0.45
1971,3,-11.34161,0,0.01,0.45
1971,4,-6.028985,0,0.01,0.45
1971,5,-1.190038,0,0,0.45
1971,6,5.915786,1,0.02,0.45
1971,7,6.014478,1,0.05,0.45
1971,8,6.409246,1,0.07,0.45
1971,9,1.573338,1,0.02,0.45
1971,10,-2.98308,0,0.04,0.45
1971,11,-8.22487,0,0.02,0.45
1971,12,-6.94984,0,0.03,0.45
1972,1,-9.92491,0,0,0.45
1972,2,-10.562425,0,0.01,0.45
1972,3,-7.51652,0,0.02,0.45
1972,4,-4.54145,0,0.01,0.45
1972,5,-0.30181,0,0.01,0.45
1972,6,7.790934,1,0.04,0.45
1972,7,9.666082,1,0.06,0.45
1972,8,7.297474,1,0.05,0.45
1972,9,1.67203,1,0.07,0.45
1972,10,-2.487235,0,0.02,0.45
1972,11,-7.020675,0,0.05,0.45
1972,12,-5.178965,0,0.04,0.45
1973,1,-8.22487,0,0.04,0.45
1973,2,-10.63326,0,0.01,0.45
1973,3,-6.52483,0,0.03,0.45
1973,4,-5.67481,0,0.02,0.45
1973,5,-0.696578,0,0.01,0.45
1973,6,5.323634,1,0.02,0.45
1973,7,10.55431,1,0.04,0.45
1973,8,4.928866,1,0.04,0.45
1973,9,-0.104426,0,0.01,0.45
1973,10,-4.39978,0,0.02,0.45
1973,11,-7.729025,0,0.03,0.45
1973,12,-12.47497,0,0.03,0.45
1974,1,-8.862385,0,0.01,0.45
1974,2,-8.437375,0,0.02,0.45
1974,3,-6.38316,0,0,0.45
1974,4,-2.912245,0,0.01,0.45
1974,5,0.487726,1,0,0.45
1974,6,6.60663,1,0.02,0.45
1974,7,8.185702,1,0.07,0.45
1974,8,6.804014,1,0.04,0.45
1974,9,3.64587,1,0.03,0.45
1974,10,-3.69143,0,0.01,0.45
1974,11,-7.23318,0,0,0.45
1974,12,-7.94153,0,0.01,0.45
1975,1,-10.63326,0,0.04,0.45
1975,2,-5.10813,0,0.04,0.45
1975,3,-6.24149,0,0.01,0.45
1975,4,-4.82479,0,0.01,0.45
1975,5,-0.104426,0,0.05,0.45
1975,6,2.264182,1,0.02,0.45
1975,7,5.422326,1,0.02,0.45
1975,8,4.731482,1,0.03,0.45
1975,9,2.362874,1,0.02,0.45
1975,10,-2.062225,0,0.06,0.45
1975,11,-4.895625,0,0.02,0.45
1975,12,-8.22487,0,0.07,0.45
1976,1,-14.74169,0,0.02,0.45
1976,2,-7.79986,0,0.02,0.45
1976,3,-9.07489,0,0.01,0.45
1976,4,-4.82479,0,0.01,0.45
1976,5,1.375954,1,0.01,0.45
1976,6,4.336714,1,0.01,0.45
1976,7,6.804014,1,0.04,0.45
1976,8,6.310554,1,0.01,0.45
1976,9,-0.104426,0,0.01,0.45
1976,10,-4.68312,0,0.01,0.45
1976,11,-7.23318,0,0.03,0.45
1976,12,-10.562425,0,0.01,0.45
1977,1,-13.04165,0,0.01,0.45
1977,2,-11.979125,0,0.01,0.45
1977,3,-7.51652,0,0.04,0.45
1977,4,-6.94984,0,0.01,0.45
1977,5,-1.584806,0,0.01,0.45
1977,6,2.955026,1,0.02,0.45
1977,7,7.297474,1,0.05,0.45
1977,8,6.804014,1,0.04,0.45
1977,9,0.981186,1,0.02,0.45
1977,10,-3.053915,0,0.04,0.45
1977,11,-5.462305,0,0.02,0.45
1977,12,-7.94153,0,0.02,0.45
1978,1,-13.395825,0,0.05,0.45
1978,2,-11.837455,0,0.02,0.45
1978,3,-9.429065,0,0.01,0.45
1978,4,-5.462305,0,0.01,0.45
1978,5,-0.30181,0,0.01,0.45
1978,6,6.409246,1,0.01,0.45
1978,7,8.481778,1,0.06,0.45
1978,8,5.915786,1,0.08,0.45
1978,9,0.783802,1,0.03,0.45
1978,10,-3.478925,0,0.03,0.45
1978,11,-5.462305,0,0.04,0.45
1978,12,-12.687475,0,0.01,0.45
1979,1,-13.46666,0,0.01,0.45
1979,2,-10.987435,0,0.02,0.45
1979,3,-7.870695,0,0,0.45
1979,4,-4.753955,0,0.01,0.45
1979,5,-0.203118,0,0.03,0.45
1979,6,5.521018,1,0.03,0.45
1979,7,9.172622,1,0.06,0.45
1979,8,7.001398,1,0.06,0.45
1979,9,1.869414,1,0.03,0.45
1979,10,-3.903935,0,0.02,0.45
1979,11,-6.09982,0,0.01,0.45
1979,12,-7.445685,0,0.02,0.45
1980,1,-11.48328,0,0.03,0.45
1980,2,-13.04165,0,0,0.45
1980,3,-9.07489,0,0.01,0.45
1980,4,-2.770575,0,0.01,0.45
1980,5,0.389034,1,0.02,0.45
1980,6,7.396166,1,0.06,0.45
1980,7,9.863466,1,0.03,0.45
1980,8,7.692242,1,0.07,0.45
1980,9,2.955026,1,0.02,0.45
1980,10,-3.337255,0,0.02,0.45
1980,11,-7.79986,0,0.03,0.45
1980,12,-11.48328,0,0.02,0.45
1981,1,-11.270775,0,0.07,0.45
1981,2,-12.829145,0,0.01,0.45
1981,3,-11.62495,0,0.02,0.45
1981,4,-4.045605,0,0.01,0.45
1981,5,1.079878,1,0.01,0.45
1981,6,1.67203,1,0.03,0.45
1981,7,7.297474,1,0.11,0.45
1981,8,5.915786,1,0.07,0.45
1981,9,1.67203,1,0.04,0.45
1981,10,-3.053915,0,0.02,0.45
1981,11,-7.09151,0,0,0.45
1981,12,-12.3333,0,0.03,0.45
1982,1,-10.420755,0,0.03,0.45
1982,2,-7.162345,0,0.02,0.45
1982,3,-7.23318,0,0.02,0.45
1982,4,-3.903935,0,0.02,0.45
1982,5,-0.597886,0,0.02,0.45
1982,6,1.770722,1,0.01,0.45
1982,7,7.10009,1,0.05,0.45
1982,8,6.11317,1,0.06,0.45
1982,9,1.079878,1,0.03,0.45
1982,10,-2.27473,0,0.01,0.45
1982,11,-5.462305,0,0.03,0.45
1982,12,-6.94984,0,0.03,0.45
1983,1,-9.35823,0,0.01,0.45
